name,description,latitude,longitude
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">22803 N LA MEDIDA LN</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.690967,-112.342132
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">5452 W ALTADENA AVE</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.59202,-112.176331
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">39922 N MESSNER WY</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.847134,-112.098295
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">20407 N 59TH AVE</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.670882,-112.18666
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">12520 W PASADENA AVE</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.508553,-112.328513
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">16420 N THOMPSON PEAK PKWY</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.637144,-111.860873
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">44304 N 10TH ST</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.888134,-112.060934
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">9710 W ROYAL OAK RD</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.599272,-112.26449
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">11387 N 114TH AVE</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.586763,-112.304509
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">145 S 74TH ST</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",47.190076,-122.432497
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">235 N 22ND PL</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.420173,-111.78296
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">9744 E BALTIMORE ST</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.421804,-111.62109
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">2434 E JENSEN ST</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.448192,-111.778955
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">801 E MESQUITE ST</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.342807,-111.772919
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">15831 S 33RD PL</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.630907,-112.010306
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">13685 N 108TH DR</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.607975,-112.292165
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">41727 N ANTHEM RIDGE DR</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.856447,-112.09088
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">4615 E VERBENA DR</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.306062,-111.984181
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">2838 W WELLS CT</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",43.040268,-87.949944
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">30019 N 163RD PL</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.758127,-111.727289
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">29215 N 250TH AVE</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",39.793855,-90.972831
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">12423 N AUGUSTA DR</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.597068,-112.293204
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">19825 N 14TH ST</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.667189,-112.052472
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">8804 N 53RD AVE</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.56499,-112.173293
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">2807 W STOWE CT</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.8575,-112.11971
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">39911 N WISDOM WY</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.84624,-112.130232
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">13028 W SAHUARO LN</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.625384,-112.340466
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">1610 N ANANEA AVE</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.411617,-111.601002
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">21542 N 59TH LN</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.679219,-112.188186
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">40320 N LA CANTERA CT, ANTHEM</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.851636,-112.094152
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">40568 N TERRITORY TR, ANTHEM</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.85264,-112.129933
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">40930 NE CROCKETT TR, ANTHEM</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.856065,-112.128733
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">11443 E FLOWER AVE, APACHE JUNCTION</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.39454,-111.583483
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">501 S 122ND LN, AVONDALE</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.440721,-112.322918
,"<div style=""width:450px; padding-top:0""><p id=""attribution"">Posted by Reophx</p><div id=""post_sub_icons""></div><p style=""color:#666; font-size:.85em"">10788 W MOUNTAIN VIEW DR, AVONDALE</p><p></p><div id=""footer"" style=""""><a title=""Built for Community Mapping"" href=""http://www.platial.com""><img src=""http://media.geocommons.com/platial/images/logotype_small.jpg"" /></a></div></div>",33.423149,-112.294525
